Brand,Model,VehicleType,BodyStyle,SizeClass,Economy,Luxury,Comfort,Performance,Practicality,Family,Commute,Confidence,Source,ProfileVersion,LastUpdatedUTC
Mercedes-Benz,V 300 Cdi Extra Long,VAN,VAN,LARGE,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Mercedes-Benz,V-Class,VAN,VAN,LARGE,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Mercedes-Benz,Viano,VAN,VAN,LARGE,LOW,HIGH,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Mercedes-Benz,Vito,VAN,VAN,LARGE,MEDIUM,MEDIUM,MEDIUM,LOW,HIGH,HIGH,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Mercedes-Benz,X,PICKUP,PICKUP,LARGE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
MG,F,CAR,CONVERTIBLE,COMPACT,MEDIUM,MEDIUM,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
MG,Midget,CAR,CONVERTIBLE,COMPACT,MEDIUM,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
Mini,Cooper,CAR,HATCHBACK,SMALL,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
MINI,Cooper Clubman,CAR,WAGON,COMPACT,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Mini,Cooper Countryman,CAR,CROSSOVER,COMPACT,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
MINI,Cooper S,CAR,HATCHBACK,SMALL,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
MINI,John Cooper,CAR,HATCHBACK,SMALL,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
MINI,MINI Electric,CAR,HATCHBACK,SMALL,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
MINI,One,CAR,HATCHBACK,SMALL,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Mitsubishi,Airtrek,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Mitsubishi,ASX,CAR,CROSSOVER,COMPACT,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Mitsubishi,Cedia,CAR,SEDAN,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Mitsubishi,Colt,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Mitsubishi,Delica,VAN,VAN,LARGE,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Mitsubishi,Dingo,CAR,MPV,COMPACT,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Mitsubishi,Eclipse Cross,CAR,CROSSOVER,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Mitsubishi,Galant,CAR,SEDAN,MIDSIZE,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Mitsubishi,İ-MİEV,CAR,HATCHBACK,MICRO,HIGH,LOW,LOW,LOW,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Mitsubishi,J54,CAR,SUV,MIDSIZE,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Mitsubishi,L 200,PICKUP,PICKUP,LARGE,LOW,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Mitsubishi,Lancer,CAR,SEDAN,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Mitsubishi,Minicab,VAN,VAN,MICRO,HIGH,LOW,LOW,LOW,HIGH,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Mitsubishi,Mirage,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Mitsubishi,Outlander,CAR,SUV,MIDSIZE,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Mitsubishi,Pajero,CAR,SUV,LARGE,LOW,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Mitsubishi,RVR,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Mitsubishi,Space Star,CAR,MPV,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Mitsubishi,Strada,PICKUP,PICKUP,MIDSIZE,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
Mitsubishi,Triton,PICKUP,PICKUP,MIDSIZE,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Morris,Marina,CAR,OTHER,MIDSIZE,MEDIUM,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Moto,Guzzi V7 Stone 10,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Motolux,Macchiato,SCOOTER,SCOOTER,UNKNOWN,HIGH,LOW,MEDIUM,LOW,MEDIUM,LOW,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Motolux,Mtx125,MOTORCYCLE,MOTORCYCLE,UNKNOWN,HIGH,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Motolux,Rossi Rs,SCOOTER,SCOOTER,UNKNOWN,HIGH,LOW,MEDIUM,LOW,MEDIUM,LOW,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Nissan,350 Z,CAR,COUPE,MIDSIZE,LOW,MEDIUM,MEDIUM,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Nissan,Ad,CAR,WAGON,COMPACT,HIGH,LOW,LOW,LOW,HIGH,MEDIUM,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Nissan,Bluebird,CAR,SEDAN,MIDSIZE,MEDIUM,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Nissan,Cedric,CAR,SEDAN,LARGE,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Nissan,Clipper,VAN,VAN,SMALL,HIGH,LOW,LOW,LOW,HIGH,MEDIUM,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
Nissan,Cube,CAR,HATCHBACK,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Nissan,Dayz,CAR,HATCHBACK,MICRO,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
Nissan,Dualis,CAR,CROSSOVER,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Nissan,Fairlady 300ZX,CAR,COUPE,MIDSIZE,LOW,MEDIUM,MEDIUM,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Nissan,Figaro,CAR,CONVERTIBLE,SMALL,HIGH,LOW,MEDIUM,LOW,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
Nissan,GT-R,CAR,COUPE,MIDSIZE,LOW,MEDIUM,MEDIUM,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:28+00:00
Nissan,Juke,CAR,CROSSOVER,SMALL,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Nissan,Kicks,CAR,CROSSOVER,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Nissan,Latio,CAR,SEDAN,COMPACT,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Nissan,Leaf,CAR,HATCHBACK,COMPACT,HIGH,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Nissan,March,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Nissan,Micra,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Nissan,Navara,PICKUP,PICKUP,LARGE,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Nissan,Note,CAR,MPV,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Nissan,NV100,VAN,VAN,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
Nissan,NV200,VAN,VAN,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Nissan,NV350,VAN,VAN,LARGE,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Nissan,NV400,VAN,VAN,LARGE,MEDIUM,LOW,MEDIUM,LOW,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Nissan,Patrol,CAR,SUV,LARGE,LOW,MEDIUM,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
Nissan,Primera,CAR,SEDAN,MIDSIZE,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Nissan,Qashqai,CAR,CROSSOVER,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Nissan,Serena,CAR,MPV,LARGE,MEDIUM,LOW,HIGH,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Nissan,Silvia,CAR,COUPE,COMPACT,MEDIUM,LOW,LOW,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Nissan,Skyline,CAR,SEDAN,MIDSIZE,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:53+00:00
Nissan,Sunny,CAR,SEDAN,COMPACT,MEDIUM,LOW,MEDIUM,LOW,MEDIUM,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Nissan,Teana,CAR,SEDAN,LARGE,MEDIUM,MEDIUM,HIGH,LOW,MEDIUM,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Nissan,Terrano,CAR,SUV,MIDSIZE,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Nissan,Tiida,CAR,HATCHBACK,COMPACT,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Nissan,Vanette,VAN,VAN,COMPACT,MEDIUM,LOW,LOW,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Nissan,Wingroad,CAR,WAGON,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
Nissan,X-Trail,CAR,SUV,MIDSIZE,MEDIUM,LOW,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
Opel,Astra,CAR,HATCHBACK,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Opel,Cascada,CAR,CONVERTIBLE,COMPACT,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:53+00:00
Opel,Corsa,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Opel,Crossland X,CAR,CROSSOVER,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
Opel,Grandland X,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
Opel,Insignia,CAR,SEDAN,MIDSIZE,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Opel,Meriva,CAR,MPV,SMALL,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Opel,Mokka,CAR,CROSSOVER,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Opel,Mokka E,CAR,CROSSOVER,COMPACT,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Opel,Mokka X,CAR,CROSSOVER,COMPACT,MEDIUM,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Opel,Tigra,CAR,COUPE,SMALL,MEDIUM,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Opel,Vectra,CAR,SEDAN,MIDSIZE,MEDIUM,LOW,MEDIUM,LOW,MEDIUM,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Opel,Zafira,CAR,MPV,COMPACT,MEDIUM,LOW,HIGH,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Peugeot,2008,CAR,CROSSOVER,COMPACT,HIGH,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
Peugeot,206,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Peugeot,207,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Peugeot,208,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Peugeot,3008,CAR,SUV,COMPACT,MEDIUM,MEDIUM,HIGH,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Peugeot,307,CAR,HATCHBACK,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Peugeot,308,CAR,HATCHBACK,COMPACT,HIGH,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Peugeot,406,CAR,SEDAN,MIDSIZE,MEDIUM,LOW,HIGH,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
Peugeot,407,CAR,SEDAN,MIDSIZE,MEDIUM,LOW,HIGH,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Peugeot,508,CAR,SEDAN,MIDSIZE,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Peugeot,607,CAR,SEDAN,LARGE,LOW,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Peugeot,Bipper,VAN,VAN,SMALL,HIGH,LOW,LOW,LOW,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Peugeot,Diğer,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Peugeot,Partner,VAN,VAN,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Peugeot,RCZ,CAR,COUPE,COMPACT,MEDIUM,MEDIUM,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Piaggio,Diğer,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Polaris,Diğer,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Polaris,Phoenix 200,ATV_UTV,ATV_UTV,UNKNOWN,MEDIUM,LOW,LOW,MEDIUM,MEDIUM,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Polaris,Sportsman Touring 570 ESP SP,ATV_UTV,ATV_UTV,UNKNOWN,LOW,LOW,MEDIUM,HIGH,MEDIUM,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Porsche,718,CAR,COUPE,COMPACT,MEDIUM,HIGH,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Porsche,911,CAR,COUPE,COMPACT,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Porsche,Boxster,CAR,CONVERTIBLE,COMPACT,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Porsche,Cayenne,CAR,SUV,LARGE,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Porsche,Cayenne Coupe,CAR,COUPE,LARGE,LOW,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:28+00:00
Porsche,Cayenne GTS,CAR,SUV,LARGE,LOW,HIGH,MEDIUM,HIGH,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Porsche,Macan,CAR,SUV,COMPACT,MEDIUM,HIGH,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Porsche,Panamera,CAR,SEDAN,LARGE,LOW,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Porsche,Taycan,CAR,SEDAN,MIDSIZE,HIGH,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Renault,Arkana,CAR,CROSSOVER,COMPACT,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Renault,Captur,CAR,CROSSOVER,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Renault,Clio,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Renault,Fluence,CAR,SEDAN,COMPACT,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Renault,Kadjar,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
Renault,Kangoo,VAN,VAN,COMPACT,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Renault,Kangoo Express,VAN,VAN,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:53+00:00
Renault,Kangoo Maxi,VAN,VAN,LARGE,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Renault,Laguna,CAR,HATCHBACK,MIDSIZE,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Renault,Lutecia,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:53+00:00
Renault,Master,VAN,VAN,LARGE,MEDIUM,LOW,LOW,LOW,HIGH,MEDIUM,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Renault,Megane,CAR,HATCHBACK,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Renault,Scenic,CAR,MPV,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
